,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
HSinc5,0.1908981153678308,-0.040082817159407806,-0.7671007651981219,-0.16873077229058467,-0.44838343668905795,0.22022345934163934,0.07597991020281683,0.25721404082197025,0.16394365652484275,-0.004210597961582067,-0.059251789201663636,0.018840680616570647
HMode5,-0.07351252838945885,-0.3970181709733146,-0.6766344830484751,-0.2660384035992063,-0.461650863176794,0.2358342979027325,0.10859154824518043,0.18539888354204526,0.23284553749397796,0.10687470056039115,-0.02907107590385598,0.04886031825782402
HGree10,0.10457363836997483,-0.37375040612234794,-0.743428647553692,-0.11067956308156739,-0.43942575585846755,0.1870562682874308,0.14673695479475632,0.2658717970456104,0.18517227619278118,0.041321823612214315,-0.03329495003603443,0.04682763910150653
HSinc3,0.04799330782513279,-0.06980029005217647,-0.634480857545784,-0.2371910197902801,-0.5866031653992136,0.16151371860289906,0.0056060109575003176,0.31058244344526076,0.28433400607322595,0.10077932633558201,-0.031190952674739803,0.01888105418669225
HGree4,-0.07218888199806825,-0.4330630087014828,-0.630328376846874,-0.2863509432886972,-0.5086182014693322,0.21971085639707563,0.08210362222532483,0.1773389660320753,0.1926240274161577,0.15035144805748643,-0.015712930179741857,0.0451071147978752
AGent10,0.2599430052455723,-0.5303182560197999,-0.7027976100677362,-0.2738632000971548,-0.24054601916539078,0.14711393650248214,-0.0174078658208746,0.170926664350065,0.1674614793228027,-0.08827431758258408,-0.008150648707314058,0.009767326378378465
AGent8,0.37367005120994673,-0.33025813918830826,-0.6080565328186363,-0.4247065588363269,-0.16011479444220333,0.42083627997205564,-0.01393496460914561,0.1530450562259943,0.09584221818769924,-0.07522548773243533,0.0016304296716880076,0.006300183848553602
HFair7,0.11773822409517763,-0.007452677799463355,-0.7594630584212675,-0.16390362303322115,-0.3641208998930673,0.3395786829960321,0.024282905488600785,0.2571295424582359,0.15276983063457075,0.07729918943902381,-0.02872498962892339,-0.002284082586507477
HSinc7,0.2742898747384553,-0.16652426162112693,-0.8526836120441904,0.016337441802486075,-0.3519728933343738,0.06049714113133322,0.007098817868173917,0.20457664300093886,0.15919398262539078,0.018410580789562172,-0.0627643477272899,0.0042523367761751725
EAnxi4,0.5131828853309781,0.3024553582545824,0.3473009257778072,-0.6891022094749567,-0.11292581106258676,0.07692416911279133,-0.04638641715627756,-0.07611464543918589,-0.027826434916936038,0.01775757779508448,0.021784277465337506,0.015961063826706173
EDepe1,0.48692604281688384,0.3331164409326461,0.4157567663113499,-0.583703767014057,-0.2086115663875804,0.15522936322045147,-0.06746661727055578,0.06633994790435309,0.12208555944310795,0.05999112517347462,0.002733246672436773,0.023270895750354834
EAnxi5,0.7507278892438302,0.24416740893134697,0.20962454923762594,-0.5414095805874358,-0.04366623188897203,0.16085460908259366,-0.06856016620571459,-0.015724332898818267,0.041504049400273475,0.03966386423942497,0.008497149780556738,-0.0006216224972356324
EAnxi2,0.5897867518718287,0.17121319465468582,0.31510960325217163,-0.6030668721118363,-0.10652922375418777,-0.09248098694940181,-0.10088974465684011,-0.10217685063019989,0.07839761131353896,0.09429690122286713,-0.012118065833181884,0.015213236632916382
EAnxi3,0.6561692438896952,0.14824700570045604,0.14383548156622006,-0.6756524844425129,-0.08841564815849133,0.0036434841735155424,-0.12367873902462231,-0.07593165603913683,0.0006856014968830209,0.08450983116297958,0.010135037038210325,0.00890276921354986
EAnxi1,0.5852142539392486,0.29751210290923,0.20369228635974806,-0.5913426894897169,-0.1761977714211165,-0.027712867041390348,-0.09867175225885066,-0.12746840722137953,0.1165496070830472,0.05601786290719147,-0.010788041283978584,0.021550455046118442
EAnxi6,-0.5902181095348945,-0.08948622673032532,-0.2996871479433217,0.6116272278795083,0.024882788192097802,0.1172841744140048,0.12570032488988608,0.09331968360921045,-0.032741525389701445,-0.1516355152284849,-0.00499313006146519,-0.003424121995170877
ESent10,-0.30351840506639427,-0.16572954708912338,-0.49165508002212066,0.7148735317143797,-0.16996110417046448,-0.27451463795334385,0.03130653021753974,-0.02534455387217117,0.15533846296131743,-0.0737060638678194,-0.09407137349408333,0.006998528980719854
EDepe8,0.22095594428727772,0.25923068891132334,0.5993335272375757,-0.6134580357579167,-0.18893337507761393,0.30039639330209944,-0.0032861121877633312,0.038502804784458375,0.11655276336851161,0.003940280084399317,0.03676509995390685,0.023478727890043283
CPrud3,-0.009553731553692721,-0.6551804103246168,0.32103058523129635,0.056095747241217846,-0.5664478921719832,-0.35181042137418034,0.05232623726186667,-0.12226453933755942,-0.019032567281105382,-0.05869095428458397,0.0455034401302291,-0.0034087736133393515
CPrud2,-0.18935030945990816,-0.6293233240300335,0.3436540777832188,0.07009478909610081,-0.5298805261874703,-0.3380217557056675,0.0631429734624924,-0.16354154357977968,-0.0785703509290316,-0.0303550544354982,0.06758479561844574,-0.007127893290524977
COrga1,-0.07111796859788469,-0.4866399916242457,0.3138246073569384,0.18169934752777844,-0.5935014982066439,-0.38378153183005875,0.04555769980445915,0.02550732874588544,-0.2788310309039635,-0.07674455534515705,0.06296631859813209,-0.07686856876935189
COrga3,0.15459173624474906,-0.5884981199009445,0.2933194054410888,0.06277312810841429,-0.5713730692591584,-0.4050373240405077,-0.02782955147418817,-0.05458082130052154,-0.01826821973049146,-0.14885221596215223,0.026758786943711376,-0.015539332805201532
CPerf2,-0.10626636814650295,-0.5002925874359323,0.16745378106743927,-0.2471011058649407,-0.6252464156622226,-0.46988479580589726,0.08491317752777391,-0.11176550310208208,-0.04721310353172334,-0.020450722268638675,0.05829428829482303,0.05756286576087236
COrga4,-0.13481455970172024,-0.39476733278910164,0.3572373756118713,0.019546716383056117,-0.6622011863596402,-0.31785717871416613,0.025896143006851034,0.0681268336009192,-0.30437617786529364,-0.10401013365317464,0.07349386843103904,-0.06628285879310615
CDili3,-0.2531765012640734,-0.6224067731164352,0.08889243315281707,-0.10702071370440627,-0.43534254838472314,-0.5709003393246243,0.050559889285580965,-0.08382809542829534,0.019137611867232066,-0.05987849731062289,0.051090314472710875,0.056670129392222796
CPrud1,-0.05671660814185019,-0.5814913028523087,0.06362821745824272,0.026423425426954313,-0.43586185125464805,-0.6282476960202067,0.1042370176784764,-0.07531785207533882,0.11595193129757436,-0.06675769217741664,0.01286380140361638,0.07436791634489204
CDili1,-0.38483097801686017,-0.5271649766895848,0.23435382993347637,-0.22376824409965834,-0.42685587112228435,-0.4102362775120661,0.019975810730122834,-0.22141382800225304,-0.10381585454875325,0.02483595707346443,0.08393883007782439,0.058668055056716746
XSoci8,0.7036298147161986,0.13420219842182976,-0.3739003879013764,0.14877768154558818,0.07120368511576933,-0.5255173996071939,0.03717992877459863,-0.044382893579385053,-0.0441522235564289,-0.00441331159116167,-0.0838316796577718,-0.016810447445520786
XSoci1,-0.5397191054335664,-0.013214696379022211,0.4638115233287654,-0.18631972316851278,-0.2094424102036285,0.6085626991554485,-0.0430100742612844,-0.018996262775775527,0.05772898440675776,-0.028770453625621747,0.05658004721711705,0.02669263046806178
XExpr6,0.5126549929715939,0.2599015043327799,-0.19766188350673647,0.36182625044268957,-0.09139802396671323,-0.6589529104493094,0.01934742301059643,0.011685176882904765,-0.16503596221034683,0.055342441959837,-0.09684743055528293,-0.02322709316025832
XSoci6,0.5612373179323847,0.05882985302327676,-0.5108351966391773,0.1410958175691414,0.04031180709599954,-0.5873314984059724,-0.009543008234877734,-0.007965157910847438,-0.027730749565564792,0.016411234384434155,-0.07437400860335168,-0.021311481331805684
XSoci3,-0.5142100951796474,-0.0032463387557966914,0.383306047811278,-0.3608213908480034,-0.19783120627199502,0.6147996849580948,0.030681974972612984,-0.027833228915193138,0.15465799147247009,-0.08968823739518109,0.0684207949253996,0.024945672003059458
XExpr8,0.493573483697778,0.2824835111603154,-0.19533905296590348,0.38868930789843914,-0.11865189392318849,-0.6442594305917467,0.026208136679970573,0.0032425215979804962,-0.162054299595162,0.05170584587757962,-0.10241070081772169,-0.01585777551340773
XSocB3,-0.6854829602677511,-0.08882042991557432,0.45565107265145727,-0.020747462857778266,-0.1423900722796518,0.4957230235066528,0.024235872129777764,0.008387063647183498,0.0772402301111738,-0.08506591072732049,0.06303725300979234,0.012418104089360227
XSocB2,-0.650379778161196,-0.24273068974408257,0.020937855951753934,-0.3142600625179019,-0.1996169231188036,0.5739737917750383,0.08199772651910595,0.11903476816156135,0.18959076102959635,0.02658199448958149,0.06602548151663792,0.036506199551591303
XExpr1,-0.46846482236815806,-0.14557077588936693,0.21016378401022429,-0.482018359754634,-0.04570173635779819,0.6583357150284752,-0.009535133389807781,-0.026178338141203943,0.202373995518187,-0.08685388862782764,0.09017915735620895,0.024832496594937244
OCrea4,-0.5887919087814816,0.03160855091647254,-0.02016986687175665,-0.5045314457413295,0.09469223916310583,-0.3278645667158626,0.3860173636803301,-0.1597933229023286,0.22929567723221048,-0.039404957868227695,0.042740241080049056,-0.02341949415106513
OCrea8,0.40281350322311593,-0.11845112845848867,-0.053947584304902846,0.462437123066819,-0.2736621444160395,0.3156714701843314,-0.5513495550622167,0.12060427796317873,-0.11452531484971261,-0.021691751855732848,-0.07462298490214693,0.0897337604618772
OCrea7,0.3985919218084482,-0.11831972378333065,-0.04578103033611501,0.47746084061134664,-0.24548138857492607,0.2758971839202056,-0.5580970825641516,0.13832183244947732,-0.13293066076532664,-0.018873382842464197,-0.0701556709391933,0.09472470676110152
OUnco2,-0.5796477388375899,0.14628213152411954,-0.2917489088556945,-0.47033909373961386,-0.046584886980701325,-0.18679564379671168,0.17891089257021509,-0.17798810723497704,0.2766788869799002,-0.025875107559668337,-0.008967266521371248,0.02378548915119149
OInqu4,-0.4247938217460932,-0.08825248430225703,-0.08756218798204672,-0.3633078357256336,0.18053724230465987,-0.5801475812130799,-0.28796520783241114,0.04202656421419964,0.2066254718888817,-0.1930317408553389,0.10062884341384815,-0.013886624820128621
OCrea2,-0.7133955294571294,0.009527084728936545,-0.04822346712745752,-0.43483038610776736,0.04744009074236823,-0.2836399391199893,0.3527518995818122,-0.15649294548803191,0.18037764509145976,0.004522955076363935,0.03586266771896086,0.0037779898223802635
OAesA5,-0.4307236025955884,-0.05050714778391202,0.0028172610152974,-0.4838892148478309,0.1747118659002209,-0.560711528528103,-0.2692559656615923,0.2006883716668852,0.06469536471105009,-0.13226584500756927,0.1063115559868711,0.004566301208514871
OCrea1,-0.3521676160213744,0.23851967694596518,0.015273472153229899,-0.5578438101302198,0.13916511112605315,-0.2645976663409853,0.5150119357194748,-0.1351577773331033,0.14637408900282747,-0.0014508883590810002,0.04734865168195886,-0.07432577088943913
OInqu8,0.4290429444113336,0.08985601183175239,0.04338252952140603,0.32857273685416843,-0.3225783981700644,0.5492674009371664,0.2648880184182503,-0.041090574548427974,-0.1725787150121426,0.19017932007830604,-0.12744796924041016,0.03622658705134953
AForg4,-0.23115005283602597,0.5912721956042161,0.5729435933585941,0.03905804444011951,-0.3198675091670159,-0.18525462352147626,-0.1442436297191252,-0.009486746060864457,0.20259243532613713,0.17242188262848002,-0.02457961016590673,-0.014249075578489671
