,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
HSinc5,0.7830576494639141,0.03446565482442855,0.25468389508560774,-0.14057557827039563,-0.4187153908891262,-0.028921169731305985,-0.17760917929503525,0.09093732109870602,-0.2555936687414974,-0.053769512608069156,0.04324493220499179,0.033890855843020845
HMode5,0.820954505118349,-0.20204761886823833,0.08111528763824581,0.0933636702256072,-0.2788600002886327,-0.05320292956919897,-0.13818863630154568,0.2938465073158702,-0.27235128081112814,0.0002479538143278232,-0.0622896094559891,-0.049156634925896295
HGree10,0.8595448424860382,0.034615238613721115,0.04337875030704346,-0.024097260132084707,-0.270144785924574,-0.08427158480312177,-0.21952785812548395,0.267738001553833,-0.2529209117061349,-0.010560934901915878,-4.2868549297427276e-05,-0.0024732318908580195
HSinc3,0.6839342752809313,-0.06281643877855322,0.20940262434445645,-0.022914577790292327,-0.5229905257618734,0.03997753713836054,-0.179337317941748,0.1087994927236993,-0.3876912667432435,-0.10399944232739304,0.010766532137451107,0.014602142325093983
HGree4,0.8104516760232588,-0.1762092438748447,0.07767726142736157,0.14139467945416284,-0.31720255130746106,-0.005535019494168377,-0.13892638884864714,0.3293154272028884,-0.22390719063481007,-0.0573450459420557,-0.0645083692455535,-0.05080582637909825
AGent10,0.8944480020945347,0.16701798806999862,0.1563844447509261,0.17082969348227686,-0.05053489228233833,0.031589671322176556,-0.06623717048736491,0.2700194065355179,-0.18404044507055187,0.07959782136722399,0.03468635511002167,0.03200136128141647
AGent8,0.7821980425632513,0.12342593616717282,0.5060287655248105,0.09152900118306855,0.002778153676121322,0.01533101211364246,-0.08391156846052548,0.3021558865910217,-0.1204322775657636,0.07151689791389604,0.013152812746694269,0.014044436431645853
HFair7,0.7615986384693774,-0.04861614582442543,0.29947003197348193,-0.24366780442090857,-0.3158217906408772,0.026689307745210798,-0.17639378513590157,0.08798790239140865,-0.23653042607312227,-0.0817437557234888,-0.006129634377635282,-0.014592225084662413
HSinc7,0.8616131877938255,0.24273836325694298,0.07996668927947688,-0.1827637654931677,-0.299204147156842,0.028850819392228742,-0.11370714937384349,0.03335580629511685,-0.21113409173518238,-0.10345232727014161,0.047307592155577095,0.03193622891565076
EAnxi4,-0.24641898739219417,0.26890087844797106,0.7929649916341804,0.42378684037660547,-0.20815952467286786,0.03780537622110382,0.07665566343980539,-0.08274127993289118,0.040257014592000644,0.0023849570561207904,-0.0499840685315491,-0.02445540922820326
