,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
HSinc5,-0.07342132040397646,-0.13959138276310717,0.7247048866098257,0.02439172731662071,-0.3536704291904908,0.41939327612126026,-0.04898291048403314,0.2701088394958296,0.16492629345771462,0.03229972640159104,-0.015802568577917824,-0.06049327542048114
HMode5,-0.36823294136995055,0.06902260585647604,0.6662793917899342,0.25708124091090734,-0.3937112892604655,0.318178018540923,-0.021844735759922112,0.19876953897902247,0.12925759197034065,-0.06366329318961096,0.058693327454682996,-0.007680451064460928
HGree10,-0.32904531642393575,-0.07603441602261699,0.7590462772045062,0.19433168406488052,-0.23209382133719667,0.3262673438346746,-0.08091445080028713,0.2465165280360928,0.06199600509383859,-0.02520861991910018,-0.01887315154158661,-0.03835518568822268
HSinc3,-0.17064227638816054,-0.06272807500630734,0.5708695530030475,0.05780690817355197,-0.3712546901304012,0.49678821388203637,-0.010936706145979375,0.3805102909647659,0.3075206557521933,-0.06745767768612639,-0.022982043502337093,-0.06522113289099869
HGree4,-0.41160835006224794,0.047968562157394284,0.6326844539544926,0.27684011253738056,-0.38783783546218376,0.3261301274487062,0.07153101199387632,0.20226453720172446,0.13472071777641736,-0.10321442767164979,0.06959248477621996,-0.01659955273838289
AGent10,-0.4612536747843527,-0.2867481825172794,0.7155276625206253,0.17150345693561195,-0.3316959137887526,0.04527738287478409,-0.030789116235966578,0.13796843628005004,0.0684781206836584,0.10128941014015766,-0.017503151324486727,-0.060812535004110546
AGent8,-0.1678480164875006,-0.38401905124563507,0.6643555420740987,0.26025904289993657,-0.5182541371779781,0.017278794991626018,0.05307564171123784,0.12659627437146415,0.007380413077724246,0.09908956701413273,0.005003492934966346,-0.05914111106877258
HFair7,0.03637650283915097,-0.0694755182106054,0.7358779470546511,0.05709667071442519,-0.39692741919253205,0.2998083724117327,-0.0330832328370463,0.28578132274468887,0.14566582987146495,-0.03169168629263991,0.0167436457580446,-0.07608925577961849
HSinc7,-0.20858726926498095,-0.19096400874511762,0.8290530516367269,-0.10835004576953484,-0.15479360224505828,0.26673355268283805,-0.10930376719142477,0.23159353891697357,0.1690413633571772,-0.006323861672355328,-0.051726001906286484,-0.08314206192210687
EAnxi4,0.15032321992081465,-0.6801976973061092,-0.40158883766599107,-0.018184229384535563,-0.4854230656121488,0.1840491701684223,0.19578461480076023,-0.04857384237082749,0.0955459938073011,-0.02397883165851749,0.06776125909578509,-0.053593744120844125
EDepe1,0.216142870721871,-0.6354859522062444,-0.40441970768809754,0.11912751597671237,-0.41337087928970906,0.23985936372071404,0.19682679962934693,0.12612292049106585,0.21058544818376998,-0.057589583516931296,0.060671480394026006,-0.036735531212870834
EAnxi5,0.21547771794424056,-0.8443053018087544,-0.1934514862819462,0.03319247201037203,-0.39250425835873365,0.09435448059497697,0.11348297600238129,0.003255401738456483,0.10546164334387086,-0.042594153796093104,0.03972653650505958,-0.0634985128429341
EAnxi2,-0.048091603815548785,-0.7282928286744318,-0.36867485502218916,-0.06480114076127845,-0.37108420913678075,0.11242874873310693,0.1130650094348522,-0.041199457464510196,0.19511491707187945,-0.09563222609100715,0.035716119795556285,-0.06536010521913664
EAnxi3,-0.008110287020263446,-0.8014074059946853,-0.19686013224748614,-0.06633547236678047,-0.46810814562975933,0.09436252919638888,0.1670932908764941,-0.025575316093920435,0.12625431614712224,-0.07383140311348374,0.04104793429215233,-0.07178429160481657
EAnxi1,0.0910899435843968,-0.7149684963196644,-0.2830460470662719,-0.08298494921202025,-0.4094642634403669,0.21612730713466835,0.10430126490596527,-0.06852969406865601,0.26010557909096166,-0.08357235550833553,0.004130954089214124,-0.06507783203835392
EAnxi6,0.0962481918943834,0.7340571113867335,0.3462496498905209,0.06523733513008516,0.3770708683512226,-0.010281449219737929,-0.12439528302351832,0.030460417150524218,-0.1383894129438357,0.1396288431380022,-0.04737788196019544,0.06992184362915776
ESent10,-0.19353525964570722,0.45155029361644006,0.5120055847389177,-0.20079247864008745,0.5675263913086676,0.12412435011977979,-0.24276153738226658,-0.058854696065286545,0.14195349659255463,0.03305509999919956,-0.10778566641974982,0.0015415773977349894
EDepe8,0.23566403766489225,-0.35689959551857603,-0.5909746174985478,0.3465096392695094,-0.4558613088951408,0.21755895767942418,0.24942204602803517,0.07672245652128783,0.15954605846051284,0.00901690581898547,0.06470328350717963,0.023857639496365008
CPrud3,-0.7070513362934436,-0.1380292852529849,-0.1684216979198936,0.2757462110039277,0.3623991262443028,0.3128861119808655,0.3090742796377593,-0.1372101800182126,0.017928295867716555,0.012370681232534124,-0.035877958640104735,-0.030733072839025634
CPrud2,-0.6897263917958786,0.05685868916738027,-0.2219478056847305,0.279152022345234,0.3609061582550084,0.27023402237332117,0.3291847670198417,-0.1753659750823613,-0.03847672210509118,-0.035292259942741246,-0.0957205193975387,-0.022631907326830826
COrga1,-0.5807946339352207,0.0057752019270910955,-0.18845210798491013,0.12753045198054458,0.43679570268642715,0.3805328827909971,0.42778842460641414,-0.01451888983113551,-0.13859031822120507,0.12272690690424969,0.010929018299911709,-0.10070918101715863
COrga3,-0.6946000415836701,-0.24338895924076626,-0.1544015570284701,0.18616948616991147,0.35499568817931454,0.30054657911560634,0.31372995994330594,-0.07636443510578883,0.060235153768866644,0.17680521644692293,0.046692054653752854,-0.048193746675138496
CPerf2,-0.7852270305005851,-0.06721219875044032,-0.22411600291673373,0.0669266683606099,0.053736735316731093,0.44813696589137997,0.2922680564589553,-0.104730877250103,0.05759733594196369,-0.02160926360060279,-0.012847476168112167,0.025460158562633364
COrga4,-0.5324950009784227,0.038658049395533044,-0.28611014438574706,0.1220127505596525,0.2631623977398991,0.44925478661240453,0.5049910054678544,0.046349656644520176,-0.1267195425639962,0.1792268371992852,0.026847814594673655,-0.08665850385083908
CDili3,-0.8970452541505262,0.11792920596155647,-0.1605815513653547,0.041894807797941004,0.14448914336757762,0.2541641931381732,0.1424094153906137,-0.08533621322038698,0.04601765480309511,0.035154564225995534,-0.015497131572037852,0.04260611464893703
CPrud1,-0.8475857409990479,-0.05090270530838684,-0.09916937468341833,0.040718583935225254,0.2798704147927378,0.2777293880374671,0.04373287220680532,-0.11744149055104147,0.09552437132053465,0.019749721233532292,-0.012194998150227725,0.046358347689510526
CDili1,-0.7584598361110164,0.23079813473345384,-0.30301888307647074,0.09423955565823249,0.0016676923295145594,0.21964784909753035,0.321657884691322,-0.1958486885585937,0.013435376922807116,-0.10985821413240808,-0.08620877629519769,0.07849512317186198
XSoci8,-0.1242983082282178,-0.6891220226278694,0.284452848638198,-0.5897086006490659,0.22273864434215312,0.099842648030292,-0.28890786123164025,-0.055627902815877386,-0.037688298784507114,-0.0077094471453104975,0.054663297449376924,-0.12201517206232813
XSoci1,0.26279851656670117,0.4887672557151365,-0.33520688329162024,0.6626840012923436,-0.23976211368989697,0.045173429686993664,0.38930884113005587,-0.001150858087997864,0.10960737309463235,0.020187653088554514,-0.053420529219440197,0.11394105882717273
XExpr6,-0.04743191959858325,-0.4585373869641145,0.1042963748558694,-0.7219761460405754,0.4725387536137595,0.2440907475715654,-0.16169224823067732,0.033797194263910514,-0.037817451460220766,-0.08040360131547042,0.010540629197322795,-0.12361719840685076
XSoci6,-0.24956458805592677,-0.5432711044739831,0.35716506548201604,-0.6687181458487944,0.18033652723203805,0.08746213089018644,-0.29583976312733173,-0.0027777092368055528,0.0070518954478906255,-0.01527115302528783,0.034291049030199985,-0.11263385883294584
XSoci3,0.2115823555078947,0.4406654810672829,-0.31457904379081536,0.6694009227757689,-0.438240938642327,0.0999753935991678,0.2651194365776809,-0.03606794288702745,0.14113107036031322,0.09586712092317784,-0.025583414331500565,0.10672596395057864
XExpr8,-0.027179851699102957,-0.4425460197592757,0.10662804946647507,-0.7165128882653543,0.4810276567389384,0.27117043280600955,-0.15856442153663708,0.022720904055868893,-0.02798867399493151,-0.08327046341951234,0.010379151530932553,-0.11941844591903181
XSocB3,0.17605578651483741,0.6752964522855459,-0.32977011066125195,0.6232021617089972,-0.07714398210023915,0.00783066817339829,0.25889129708151704,-0.007288410422737008,0.046136881365904464,0.07903057098296792,-0.06657802052109395,0.10591824909687399
XSocB2,-0.0450626630394953,0.626192987916024,-0.0024048746168292756,0.6488782827037871,-0.43855966870551555,0.048654245110575325,0.14641965045028832,0.12634436510140523,0.08148365835808523,-0.008108566155125271,-0.011647917335414882,0.11141601091640073
XExpr1,0.10193738346702791,0.3909455591323282,-0.14780626453644669,0.698544359895371,-0.5779373968340471,-0.08876435156929106,0.18396907284063793,-0.0358683581960384,0.1250601497040308,0.10010914096100237,-0.02215237205844835,0.1174668790973556
OCrea4,-0.3578502229465994,0.457986916776506,-0.33901308321409135,-0.04590742536977141,-0.4522183134101887,0.16230134705034827,-0.4433895113517937,-0.18574570593266637,0.013432057430109392,0.06399698934011303,0.07219803012404713,0.022902229079765277
OCrea8,0.23768255312134123,-0.2867777991875352,0.41447722674585036,0.0796966867835137,0.38242743424628184,-0.12728342323818506,0.5527363981195338,0.1703808518535851,0.21983238475372685,0.058984791630700924,-0.011365752760630034,0.11524766052013956
OCrea7,0.2097617118681359,-0.2711784949349134,0.38269347766318246,0.04061275340136257,0.4184113867206302,-0.1645241672252487,0.5470700570191837,0.1968476116635413,0.2060536075153611,0.04891760498047898,-0.037044779605549985,0.11906776951808876
OUnco2,-0.22018768609579698,0.4919789582236932,-0.08356806089092156,-0.1527677685472268,-0.5361932337765123,0.21870135834951399,-0.3315910481167969,-0.16045372382189987,0.21611067798792546,0.09007033851735301,0.12548893053537288,0.08815667227888668
OInqu4,-0.5178323913259234,0.3463462385976717,-0.27198601681395296,-0.37831403010350734,-0.2740374198080353,-0.21897484691734845,-0.17599252222537118,0.08345080382129096,0.3024144697385876,0.11822035008612085,-0.29346702570601874,0.04104318864441821
OCrea2,-0.35726099618318596,0.600031915297648,-0.3181062600373245,-0.0418900138429181,-0.4060430650820774,0.15591262778817147,-0.36032969320125635,-0.17779845520690601,-0.0009046025910050322,0.03705439032719628,0.08932926774878254,0.06502464971337392
OAesA5,-0.5066291954456679,0.32316561508031005,-0.3703133424180005,-0.3971583954278932,-0.35846333167262795,-0.1754200418995308,-0.08542128804406254,0.25254858615557463,0.16376947910482992,0.08233199674492533,-0.27776903263815433,0.045618780660707625
OCrea1,-0.1495932435342213,0.20136657559348228,-0.37928906421413455,-0.11316966059083348,-0.5101224049360025,0.27353098734216885,-0.5022795877101905,-0.17857193335706423,-0.12514741207224792,-0.011555025275406493,0.04456559923459656,-0.1080207561025491
OInqu8,0.4800077499529394,-0.34445316452834684,0.27807382851820117,0.3662799963172206,0.24863429442443719,0.31844438195065317,0.21859222480627266,-0.07242996372133637,-0.20996137293637082,-0.08276526732720293,0.3215553841043781,-0.022207746088066416
AForg4,0.3375943230750084,0.18769956477832897,-0.6579079796086276,-0.12678999691712736,0.12012514585545346,0.38295118371313347,0.14837833261210168,0.12087018254281057,0.4374024976619576,-0.13920034830340475,0.05855529586689454,0.017793025285538718
HSinc10,0.47650622138109144,-0.2382312342694346,-0.3600002768710811,-0.2669818446246277,0.00020054341974401469,0.4224822435772097,0.1523885873257553,0.15831304527045276,0.49876450439236175,-0.13630973971239868,0.046507451716968906,-0.05692903269459005
APati1,0.2126993571375765,0.5369408607286432,-0.38829649738789856,-0.1309011096376398,0.5760958146508188,0.23948258464775893,-0.15180985051417326,0.10875160384744356,0.29701433934700283,-0.05973076760156014,-0.021604611429304504,0.04605104660319217
AForg1,0.19665332810651298,0.6475640097740186,-0.39257623982360373,-0.21981883706301256,0.09029503270217193,0.273604895674641,0.12587541934949026,0.1031061467245033,0.4598329232396648,-0.004255586865288361,0.040334195317929956,0.062278466160476914
APati3,0.07234204694362026,0.37668892055762254,-0.5138978734148886,-0.19780749526176103,0.6160270962391485,0.3101074675775431,-0.12563594194524313,0.10049890524972899,0.20744648318966818,0.016245801896547358,-0.014227911525650384,0.010833550781088365
