,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
HSinc5,0.03197268334579908,-0.40448094408793905,0.3791328713789277,-0.4392567440047651,-0.43513382125730976,-0.21296692824254185,-0.12996975823280968,0.4161820894220333,-0.2599879829637738,-0.019007016205015024,0.04854833404931355,-0.1922908090752089
HMode5,0.42841712487895434,-0.24100783845272716,0.30092727871479613,-0.4432638731901466,-0.5568077129992635,-0.19575367397033266,-0.19369801680177817,0.2551820390874657,-0.19207254975906227,0.08311767393884752,-0.0801686168199578,-0.15326142045916585
HGree10,0.33390791820831744,-0.3696537024455887,0.39493998188935314,-0.5283530646078051,-0.3663118038359155,-0.1299338595019285,-0.21274320666350574,0.2667564918696875,-0.2695781229921524,0.018474797371681465,-0.04832287752735113,-0.21791140891041674
HSinc3,0.14405566698654615,-0.2858001933240665,0.2847099220443346,-0.3640322303993971,-0.4491209503566273,-0.35327425109249383,-0.13541188627493975,0.49585848201447685,-0.32754599874662393,0.0803899746277778,0.030130087228300982,-0.1203080785534184
HGree4,0.48218627389555413,-0.2574540108373831,0.26942504301502906,-0.4250738993144519,-0.5281399335602206,-0.18029950309930953,-0.14812770157212374,0.2832922592280132,-0.19550108031667873,0.12937453460488205,-0.049594876046941606,-0.13499701348108714
AGent10,0.35881563573558056,-0.5612415298523116,0.23878246617213017,-0.5631241904266908,-0.3443847419576692,-0.146737810001272,-0.08281383481051172,0.015745087786852487,-0.17526943054409083,-0.08476972889701988,-0.041751595331808486,-0.18855990544831247
AGent8,0.1761361941064085,-0.6919998657706751,0.27906438121514027,-0.2979686167920451,-0.5033641212875021,-0.08013607534016302,-0.05193846505154247,-0.0331993132908225,-0.15814605362774778,-0.07146733820810827,-0.05460136226268502,-0.20252516754427005
HFair7,-0.02152457676938682,-0.3535766858973747,0.4588612780333885,-0.37776004191066603,-0.5050241294211697,-0.1819288551522752,-0.08198108875162857,0.3223840894211344,-0.2651671689520032,0.06395584097075385,0.030513304433465695,-0.17115386229935023
HSinc7,0.04260439908794486,-0.41995275079712807,0.4165330171475775,-0.6669054061621641,-0.20288247708195578,-0.19896736885714508,-0.07862993532008565,0.29796644946318923,-0.21686609779074015,0.011860058258557567,0.10441942503239166,-0.20181307995817246
EAnxi4,-0.26792849565392696,-0.6295737889693888,-0.49257534493272875,0.47145223059239355,-0.11701835497439077,-0.031131027494326297,0.056479250434940426,0.168423977286108,0.09414008302355677,0.03927928823922581,-0.04714208637542316,-0.0009671055084743746
EDepe1,-0.20087235910704085,-0.5887926161908998,-0.3703497069480871,0.5830903857176288,-0.08205503791703143,-0.15645963438895932,0.011418504648422102,0.19637617237311655,-0.06105326635952644,0.07304247152099323,-0.11266612775743591,0.008096679727104107
EAnxi5,-0.31554628706688814,-0.821566160393858,-0.2826811406226077,0.3749375276124013,-0.03600709642937955,-0.08267450820240783,0.018880111575513905,0.05612568966062572,0.020311721513911727,0.05177410465529192,0.024896929852195267,-0.05172195307991846
EAnxi2,-0.15031656532695753,-0.6621263425222738,-0.5369266566318329,0.2945898212585668,0.006394198450342408,-0.15040993195270255,0.06248503676349267,0.1219693644013897,0.10876123843756406,0.10978547376010338,-0.05847101502349238,0.02501372307610369
EAnxi3,-0.19586521996343784,-0.7956226064708131,-0.4450805360619011,0.21153778100279133,-0.09690372028167091,-0.08514252850005428,0.10654859650418012,0.10462557419077043,0.08937471695760017,0.09719082163150115,-0.007394637771684198,-0.021148811042955698
EAnxi1,-0.2666831399552006,-0.662778650757975,-0.4442930692232197,0.29380166934401414,-0.06115723143475358,-0.20791266859117005,0.035818188913973203,0.22432585444922518,0.1308542063696717,0.0795849876180624,-0.03205310955575198,-0.00445014166836069
EAnxi6,0.12149329471856468,0.6671016481199971,0.5497340471898542,-0.261890021620774,-0.021975935209218395,0.09351103020663591,-0.10428250276697436,-0.019487565283224213,-0.09710179743386604,-0.17155174469213672,0.04388128497824491,-0.044308730853544996
ESent10,0.14215921981637175,0.43094334696248837,0.4842682381672502,-0.6396037958784766,0.2752191331119756,-0.17073246338188394,-0.09914797995454976,0.19354677283056404,0.02620893966993397,-0.08589446162716345,0.011062830674692953,-0.07267431097699406
EDepe8,-0.04048027021656545,-0.3411391908965596,-0.3908393518726896,0.7808236729506447,-0.21381622591859206,-0.11742375464149678,-0.041734774782872755,0.1228743339010676,-0.046427107936593,0.0031179305998403715,-0.15324163884664502,0.050038880521503556
CPrud3,0.809186183407199,-0.040934295571798555,-0.19720188185028237,-0.04965854503584927,0.39742494124041566,-0.0031467178988349425,-0.04356890237136158,0.26400580648610666,0.12900933317045074,-0.049743697014554736,-0.027780604381556787,0.048466371528856904
CPrud2,0.8325825389012126,0.15778290088944988,-0.2040058973089636,-0.017887766264058975,0.331089593801896,0.05990506467077406,-0.02271084305643541,0.22790608720054348,0.15943846223966696,-0.029643080378398336,-0.03618465022352267,0.09321575682344296
COrga1,0.6878120440482103,0.12518455233239306,-0.16421192027093484,-0.013519470649272582,0.4128985141948146,0.19157770491252454,0.08249513135319449,0.37846949788933404,-0.004913954984407453,-0.10289832744932603,0.20142139630128197,0.11715562918847924
COrga3,0.723437100019443,-0.13526396344521402,-0.21592858723670968,-0.05656954688539294,0.4595850680277809,-0.04988614116324046,0.011295434326600559,0.3043572702581512,0.06887891008942922,-0.14583995571580133,0.028968013039324746,0.04501871652683065
CPerf2,0.7125980966933663,-0.014862567097761492,-0.43161044073643223,-0.14807053789142574,0.1595936129283535,-0.002834305673624657,-0.025667882988538764,0.4475099600637434,0.11788832906481177,-0.027758005683922036,-0.007715525715548218,0.038710477578155864
COrga4,0.6566602472133378,0.13647510560691217,-0.23926792590346868,0.09777583778014262,0.2775546159791683,0.1845338450497721,0.1247151835184165,0.4557642472433195,-0.04797204366715233,-0.12798774585211178,0.22253174119751604,0.12371139159249231
CDili3,0.7483174897495386,0.16919393180485856,-0.41515541046234955,-0.32322882459241825,0.182933739957304,-0.037249690428166254,-0.04004516013688101,0.2656086368074397,0.07839921934391472,-0.057430529047002826,-0.032596341252149504,0.04907661620191975
CPrud1,0.6706473765628413,0.06487183730474091,-0.34164831240996074,-0.3538538090391664,0.3431954752816765,-0.08899230881515197,-0.12213853071557157,0.2822994419120407,0.09757222380222201,-0.058946017902335245,-0.1282084188283416,0.0183083083761266
CDili1,0.7311559763765352,0.2761804134444214,-0.46347652740158657,-0.1035475175370269,0.03982786849777925,0.046397092801774543,0.05374786291548589,0.24179332407518586,0.2050622790501438,0.03093032920366512,-0.038115227216955545,0.1081142765581541
XSoci8,-0.40137813050906257,-0.531412121328967,-0.10522217023291958,-0.5522021150162109,0.4789310921951034,0.03026769866173859,-0.02969720456683332,0.13912029252077984,0.06601701954745635,0.016084648234850583,0.05401403668926098,-0.13181015899968548
XSoci1,0.3469384745208702,0.35723893452139005,0.11789686056416337,0.7317856764199023,-0.4139632395582235,-0.0817433164823441,0.020470126837742686,-0.00932507881173224,0.005882027849820595,-0.04499515020121663,-0.12844622645665607,0.11233616741798312
XExpr6,-0.39688648681632455,-0.19861877597789698,-0.0922905272851896,-0.46989097221320686,0.6569040217182723,0.09164424455610111,0.0899452885543361,0.35436462802937185,0.0035965907153757658,0.067874788304454,-0.06975457163308277,-0.03994355072753245
XSoci6,-0.33330681351378066,-0.4204467757389224,-0.1052220009028394,-0.7230360536059832,0.36532192819726184,-0.006638648774757379,0.008127134448005658,0.1688921431645999,0.02686937104228958,0.03478996875551175,0.08333253669088779,-0.13028144841066755
XSoci3,0.32039404617187267,0.26902010923229114,0.04541244668693133,0.6876551949868114,-0.5695280709557888,-0.12412208845369484,-0.10555529552237346,-0.0004547940333695311,0.02526585222654794,-0.10823221787682812,-0.0570802708782633,0.05675701089333041
XExpr8,-0.39553896068140515,-0.17315317201292155,-0.08435931498265926,-0.4637951761033331,0.6487101356307248,0.08689839371325093,0.08329884962597885,0.3879410193830533,0.011006690134028345,0.06490437877340628,-0.08519571601585896,-0.043912135014310176
XSocB3,0.4044736450106339,0.5626284720976548,0.13551021160752055,0.619322091309434,-0.3232825724997732,-0.04592171611255092,-0.05094646435781432,-0.07373593712218196,-0.027399085169358614,-0.10870097115570405,-0.07501460444797353,0.13122684142196772
XSocB2,0.4829953815930061,0.3361117324848751,0.16160200007770503,0.31943339028524814,-0.7008207329974419,-0.12594791104808406,-0.15247100260912755,-0.05432701676715531,-0.1575600353226497,0.0010948961797683798,-0.04326714591312778,0.032217627901759166
XExpr1,0.33640913334827466,0.13064390045133267,0.04657743112986452,0.5367658155836561,-0.7113439754440486,-0.15241601780674163,-0.11193064818364658,-0.19674588998585446,0.016160839106007935,-0.10141971736884864,0.05351927291439699,0.02997023234764848
OCrea4,0.0701193346807127,0.42855723324774486,-0.5845682323603171,-0.15076594510975105,-0.4234560502655356,-0.042118490814190244,-0.44871201685984097,0.025369973248812246,0.127421400878787,-0.04435024365840087,0.018580582073083756,0.1280012302470287
OCrea8,0.08966539556798851,-0.3137588955184167,0.578800975496304,0.07373115750459658,0.31106912209882176,-0.17493283804351378,0.5342779550482548,0.07799833680307328,-0.09235725580808783,-0.05632565642341995,-0.0038927049521150156,-0.1334037236694499
OCrea7,0.08162828334331222,-0.2901060982776343,0.5594502468231963,0.05475649947913496,0.35521853220251665,-0.15424814679204404,0.5459188425555614,0.06102515852764,-0.105894972022811,-0.04277386753235503,-0.017109355259848826,-0.12603025116327443
OUnco2,-0.013789483677203795,0.3864543579267998,-0.345640271090989,-0.24082956845092984,-0.5969041618838783,-0.21100047713338022,-0.28004196966876516,0.1736067347673263,0.1636358890630652,-0.04025493718342985,0.06410553933157623,0.06887161688097906
OInqu4,0.07567677179622379,0.3601725237874891,-0.6218450742914282,-0.3853771517153967,-0.19004732747456776,-0.31708066910961596,0.15374140149848328,-0.11123359023506768,-0.03464683964946058,-0.19624935682057157,0.030154155501015967,0.12599599751277166
