,F0,F1,F2,F3,F4,F5,F6,F7
E1,-0.725027669681598,-0.03864294441766818,0.3498810340412955,0.033937198253722996,-0.558221231949609,-0.10668646945154486,0.13691625046511458,-0.06282218405769997
E2,0.6941385346458756,0.1192886542288651,-0.38359842608353306,-0.1524910487678142,0.5434565700432137,-0.15767837172771043,0.11033864755040426,-0.08025426011761211
E3,-0.9001711713824262,0.012885773781613749,0.07500877621621697,0.15803361086566153,-0.36007564706296896,-0.02583164728302728,0.1262288671618492,-0.036500627252866645
E4,0.7669511729725697,-0.07478404471037405,-0.31135933308364017,-0.030882302538506247,0.5033410095574334,-0.14049643058325723,0.14615913911090847,-0.003312591245609746
E5,-0.828280363398821,-0.16420475414703017,0.2578447755566635,0.10597734077358471,-0.44190729441783505,0.04145134306875984,0.06552037411962386,-0.011536885200904904
E6,0.7748655404300585,0.12484503563131656,-0.43380931907852993,-0.047761443210486594,0.25038983404673854,-0.22549220237870737,0.18996890710503392,-0.09445362853843996
E7,-0.8076696162258603,-0.06608963368333365,0.2690362569624253,0.1067452066851949,-0.4932817342788794,0.017222578327125298,0.09544508337033351,-0.04917562840722175
E8,0.5857070354240841,-0.06386247134364258,-0.45417850314000113,0.02492445587036114,0.6013636738369305,0.05820617886922223,0.146047063515204,0.06511147674862723
E9,-0.673878376463018,-0.029380453840296555,0.45600007880717647,-0.07382730317870956,-0.5301942748741493,-0.12304700710471952,0.07539691493073003,-0.07932213334286979
E10,0.785733460245809,-0.11467084981577559,-0.2822620453071288,-0.029724397095852017,0.4680279058224335,-0.10960317708362781,0.12015315613300982,0.06063920056889769
N1,0.6181281501369698,-0.7068164517281282,0.0524528083075975,0.14173887538504812,-0.2603003808543764,0.0998105387957431,-0.0863204195990977,0.11383375495843999
N2,-0.5766805698194288,0.5797910191192692,0.017332793473115372,0.00871710859002141,0.21550812930232507,-0.2980910011837978,0.39100200048602834,-0.03229978762902725
N3,0.49274769398212864,-0.8027066541957093,-0.019437217446984578,0.17047960983145782,-0.12417504024795564,0.06800534474986993,-0.006533672195163629,0.08090371894761082
N4,-0.5218404234890717,0.41745536784373927,-0.17803767250001903,-0.11660341534852864,-0.035986061016799055,-0.3522004062965754,0.29802372080922773,0.2879374324420267
N5,0.6654186986404442,-0.5412820822474137,0.1108315177146265,0.1778546503214704,-0.4091829858275732,-0.17267544414661584,0.009023396982353304,0.12490744105223682
N6,0.628277537635196,-0.6717012874392897,0.11584718629134505,0.14959369332509206,-0.346430964174688,-0.06020231541961306,-0.014980628889402265,0.04034041918162165
N7,0.6191347283220598,-0.5839198631892738,0.2863381228102656,0.07539189223911015,-0.3605194635804236,-0.10788854753850724,0.0119479757154203,-0.21673769183241023
N8,0.6371288073255543,-0.5701893786953042,0.25959662481646184,0.0732902301033357,-0.35986654300089976,-0.10164518768334975,0.0003355932404356696,-0.22481786962446898
N9,0.6817487935257497,-0.5785664046834748,0.18517417122927804,-0.08703860409469814,-0.3656454018363941,0.002634694693106218,0.030266647831881623,0.07677858446968823
N10,0.7627444350186124,-0.5422941258579697,0.20751094763758823,0.07619806381883838,-0.06083705850777777,0.06197876213851984,-0.03519389473136037,-0.220195325398853
A1,0.41487655981386834,0.2713923557526708,0.043784130857152624,-0.46417143758880525,-0.3240839677631865,-0.41756680313986855,0.2497030083380577,-0.2861423005727407
A2,-0.7290201667584297,-0.3588554578140488,0.12455770653378691,0.52110160021078,-0.042220054023566614,0.09912957630299454,0.14343348482679832,0.020961357897635608
A3,0.49104953919966915,0.06456950911476587,0.5360718533961165,-0.37800391421336754,-0.3760957901342719,0.11786451999088611,0.23600923316913067,0.136409195991693
A4,-0.41932627692017,-0.5291772359909347,-0.14046197811862007,0.6539199732473359,0.15957476449060848,-0.08323373120852301,0.07217903655433615,-0.008837537793484871
A5,0.5303237273888735,0.41938369445932944,0.059398755583293036,-0.6726157897076022,-0.11356989622439517,-0.16963513025095053,0.08379695868569381,0.009386823130389459
A6,-0.24486792430937193,-0.5880927396248954,-0.19989539631287945,0.6705850053760082,0.05768507728360501,-0.2563066938300699,0.08826914665873802,-0.010625579436409413
A7,0.7074057938767825,0.30340192499160373,-0.03346673150170261,-0.5772603080708762,-0.00641607246529339,-0.18451764916177896,0.07301154165909537,-0.03401931508885564
A8,-0.5896447420215948,-0.48189600898224966,-0.12783055984696987,0.576467807627311,0.13707663664067615,-0.00302866479716893,0.1843721445285942,5.2017667715855846e-05
A9,-0.45522024528618954,-0.6081927478575527,-0.06943304758280379,0.581272892559241,0.09691706740395532,-0.15753346310410785,0.09198542725985466,-0.07637399102140605
A10,-0.8285455368675356,-0.28844784641483795,0.001331343450345972,0.2668811271122059,-0.07420034060217832,-0.25705392108679104,0.23106055820252946,-0.0786841677637318
C1,-0.5294602859865599,-0.25826697293098266,-0.46376183313713476,-0.5721770205326674,0.1715929934738652,0.007936037701551574,0.1540103310546877,0.08879110757917731
C2,0.24368429270745867,0.06356633749638411,0.6984673898520966,0.4818954083242545,-0.01270677679281346,0.053223616892662085,0.4063809329653136,0.17432968324452544
C3,-0.3868945362005291,-0.4930178610303445,-0.21605297662093217,-0.41865888249231586,0.36905789255349203,-0.040990455973442884,0.3092646109892436,-0.14925680089040844
C4,0.6420864559829569,-0.09025827243255076,0.5580927568795384,0.40716659677299233,-0.19079592136171636,-0.004221872021707747,0.23783447415305448,0.03998515096630306
C5,-0.48940487852435444,-0.23151939777149957,-0.6530367727525948,-0.4214318054079566,-0.053625957834857,-0.14638532179962155,-0.02864507497286996,-0.06838963345381029
C6,0.4135435510947533,0.06565379670772427,0.6424246056404083,0.49636867173665333,-0.08112239585873202,-0.06352650609906965,0.3421608780687358,0.14204567245508293
C7,-0.24082340501402494,-0.4744945263135615,-0.534005241371774,-0.505114091965534,0.120604338188904,0.08876579528980182,0.041447333549464276,0.25714261913879477
C8,0.6785535523279562,0.14726644534298056,0.49576556772110575,0.2904892722011062,-0.2241506603055773,-0.10621227473805765,0.23900432321871043,-0.14430814735624545
C9,-0.43530166205702925,-0.413122827765574,-0.604150019864054,-0.4168428860897536,-0.021019330412557217,0.006979215285420784,0.06513731695560952,0.15122861114920658
C10,-0.4785534376503556,-0.4619566882865668,-0.2737583143401132,-0.49079521850578633,0.25710139724445435,-0.04887125082191034,0.29413634630029484,0.013593292327907769
O1,-0.2969591770336176,-0.1811784405210424,0.5435007484159042,-0.39227722980500007,0.4949008151258728,0.31716279210556386,0.168573940391441,0.12741206010648504
O2,0.4107778317144945,0.0169855875555138,-0.47748878057699823,0.23904107989290396,-0.580802821212745,-0.15650280794684376,0.18671175044979055,0.30806895441399434
O3,-0.1346118045743354,-0.3536714942030535,0.6163173716304764,-0.08139119308401693,0.39764765131870167,-0.4492625011412046,-0.13982310947533394,0.10806464740326914
O4,0.3171008047203773,0.11428878661546775,-0.5064387393559625,0.04913727490821542,-0.5881579959975715,-0.14573844305567535,0.27349125953795705,0.336647377410226
O5,-0.5182108110045538,-0.2548216748910319,0.47072808399623545,-0.40420998688081033,0.2954907344659449,-0.30292879933151245,0.1384547349600715,0.11938891186987399
O6,0.3462550703659466,0.19691822901657371,-0.5045985623622368,0.08573898366694102,-0.385178473046873,0.43957387875461074,0.3507524405073279,-0.05244331289036769
O7,-0.5100822518639269,-0.16971452375757157,0.2949607779207094,-0.451314629156503,0.45453486684092603,-0.03262535144842563,0.3132139590261866,-0.15351499187090478
