,F0,F1,F2,F3,F4,F5,F6,F7
E1,-0.7094065085838756,-0.4608779871503736,0.23039838342715735,0.21834724772958786,-0.40133719412944363,-0.06050382186370442,0.15793427955981584,0.05915099344244192
E2,0.6652300455077973,0.46194986957444595,-0.15632248873188104,-0.15979792055034936,0.5118447484112296,-0.14327538035171095,0.1417124326375202,-0.002141867049783754
E3,-0.8890170846615771,-0.3835823739997248,-0.032932135467011056,0.07156512271371392,-0.22114131362460235,0.014848656561085201,0.10711530740805685,0.047802577667212943
E4,0.7503731649205341,0.4832535802228136,-0.22308435456439152,-0.1657574590235392,0.2900668530617532,-0.10877670851942825,0.16807676073707983,0.07772695111560605
E5,-0.8072454920518187,-0.3445158026501725,0.06829419315718804,0.18486939519836848,-0.43643644330714454,0.052878419356548134,0.027071654514860263,0.05918255255886945
E6,0.7692589051024792,0.1818559684163708,-0.22279904084873733,-0.08254615087170303,0.43476028060735417,-0.1779815464611117,0.24773958868112358,-0.0016748608016220131
E7,-0.782783527670022,-0.4258164904823966,0.12960968478406443,0.1667848297579516,-0.39993561542638245,0.029690839375065756,0.06206161123106916,0.08327116072498388
E8,0.5696145406289574,0.5421809263515651,-0.3784926271407904,-0.2223372451271928,0.37437718552550436,0.04996442144703117,0.08813314335038867,0.1428226187216517
E9,-0.6753335919840205,-0.41096364291205756,0.3575733507323924,0.2534843422163291,-0.4007200821902254,-0.0518474784517146,0.11525335801977862,-0.056979513670061176
E10,0.7767680129213802,0.4690373956352419,-0.21871800336113548,-0.14046499207346191,0.2519069480321308,-0.047581974347649006,0.15458971725351311,0.03459436450532276
N1,0.6486849549106084,0.06925506977821949,-0.2852388377677441,0.30779134258702173,-0.5896431582209828,0.11068905016957999,-0.09430163029755592,-0.0381305704534307
N2,-0.6094189099787399,-0.09050158058982674,0.23477336118106418,-0.36449374443247734,0.3859514801900983,-0.1629282924326404,0.44696548624189664,0.1637974538412173
N3,0.5381487740578205,0.2190826780536256,-0.38395971902269876,0.26791412748872456,-0.6027749893114744,0.07916406297967321,-0.041152814937126726,0.048811811297217816
N4,-0.5545915058837595,-0.2102684825487808,0.05543178605082391,-0.044569981874257945,0.39529709769971255,-0.01628574030807591,0.5067175935768886,-0.15400207823730047
N5,0.7103989280778572,-0.12520802117595714,-0.16268923992890033,0.26962401823872006,-0.5433852843274979,-0.0551480449638618,0.12090544177652972,-0.14569746724143876
N6,0.6659504768622305,-0.010150402722785076,-0.20772622531574175,0.31153503324948817,-0.613242770443403,0.004872039305813337,0.02988080900105513,-0.11540634088330402
N7,0.6603671185668153,-0.02375888369947354,0.008746527212005136,0.3108936559231763,-0.6335785273797316,-0.1386266235463844,0.014325654848663093,-0.006458624278309206
N8,0.6779042540271591,-0.02463702068215555,0.0017245213682452814,0.3145243818103244,-0.6128027452726708,-0.13191687865183913,-0.002104698618354427,-0.028891987470579982
N9,0.7112856334359265,0.029980008356589195,0.0030146665853859,0.44278708691331925,-0.5144628654369536,0.08601884580568958,0.03233194368930289,-0.018781289025238675
N10,0.7923199726669725,0.21491241850443665,-0.024677319891991588,0.14199299824364683,-0.48967877719990904,-0.04181919996527401,-0.10876396875447367,0.018481745880086074
A1,0.4249352800962788,-0.19718236547711832,0.4295740751447248,0.36947635013026675,0.29554325350231786,-0.35689403884716386,0.3893761365519152,-0.03374934410004879
A2,-0.6889849978650243,-0.08373193808981796,-0.2982178740885233,-0.21819502140175837,-0.5428028093353567,0.09728918443469277,0.055583131519973815,0.19785642056504602
A3,0.4581136668822725,-0.13870364745429933,0.6444606164370217,0.29797494383231926,-0.16350227687129965,0.1819255230289621,0.1353726255974917,0.3478760728163127
