,F0,F1,F2,F3,F4,F5,F6,F7
E1,-0.6287528384871925,0.1876309854214047,-0.021578905867454954,0.4200268160740021,0.6198585223243953,-0.05233937351200874,-0.13285603949406818,0.05077787408867084
E2,0.5891294351242509,-0.19002056145512167,0.021464797081854226,-0.2886326972809369,-0.7143781129892046,-0.1526437637551176,-0.15875434125030644,0.07301023217586367
E3,-0.850852814777847,0.29496790780241805,-0.0353732691879518,0.15892471252532003,0.4173966528620409,0.03298046557124773,-0.10027274384369811,0.049019684331616506
E4,0.7040688609779227,-0.1693678550168621,-0.04647640111174979,-0.38636145234497893,-0.5441999694034076,-0.12817173684438604,-0.19522422672955317,0.029173771786110872
E5,-0.7345187223872619,0.18296530300341401,-0.12324557632973611,0.21155291886875177,0.625025329377754,0.08018966589507151,-0.020339092859192703,0.023155579104851633
E6,0.6908848514956708,0.0742327931985147,-0.0036606477930665035,-0.13369829000349773,-0.6289225706460034,-0.19621827754423435,-0.24568007548883358,0.07972368333759541
E7,-0.7170062322563654,0.23064933936800175,-0.03871028006507569,0.2899256619780629,0.6042992673894804,0.053433872099349446,-0.06448027652449768,0.05380343729333838
E8,0.4967785673486799,-0.1240645448829743,-0.07962644059931263,-0.5210209317985507,-0.6421672978732852,0.07667461775469747,-0.14411944845193925,-0.002743186461835804
E9,-0.5864949025813231,0.03615144225777315,0.009015084805210665,0.4628319992957213,0.6556309762193226,-0.07810667755570073,-0.06817265964820204,0.02952058859730761
E10,0.7381332923527063,-0.16132653806131078,-0.07370360438260078,-0.36769125020069354,-0.5046056947621664,-0.0997503050547736,-0.17568958024645076,-0.030368900141261673
N1,0.7198146761338972,0.07673878496571908,-0.5085989992332945,-0.12250322376184741,0.35769634087905927,0.07803908201096911,0.0919065901977389,-0.12622642845060442
N2,-0.637627611615211,0.005479051680144803,0.5037386035693764,0.05042288974644583,-0.21072398747818216,-0.20720110863896668,-0.4327531363596977,0.09325972694348358
N3,0.615424983628954,0.039276579280191404,-0.5832041818610235,-0.27776139387649357,0.350710888992269,0.0609277618066388,0.006037721847823997,-0.04537886568749231
N4,-0.5826895533773916,0.1290349645783325,0.18071542069296598,0.20415161765047724,-0.25421874229152364,-0.22177273570787986,-0.3642661790663972,-0.3170062262738823
N5,0.7651895732586789,0.18391464943128683,-0.3538303585302018,0.05157201022403527,0.37017560849808895,-0.14298557694732433,-0.058820712113240275,-0.16401818112785949
N6,0.7390027429485722,0.10255974453376568,-0.46297920502214096,-0.032174163058811885,0.4097806205798414,-0.046819690660681985,-0.003929117162548202,-0.06622977627806677
N7,0.7373184165912855,-0.0023721097188582592,-0.3354436961218028,0.08515867466472617,0.46281597466016366,-0.10390445373816456,-0.027830687771699385,0.20410234149318773
N8,0.7461367475156117,0.006025894853153254,-0.3402106098213864,0.09097833375388217,0.44059118137202297,-0.09976416798054721,-0.01542732231794643,0.20443561304523908
N9,0.7767462226602546,-0.045525459526785335,-0.4324292321909489,0.16938978251858486,0.32911202673273304,0.030084274938676336,-0.0364472472493762,-0.06637325762443001
N10,0.8407081737272653,-0.13373184275854635,-0.2701250053560921,-0.12631901376343058,0.28553486928658633,0.02117705166367513,0.055238257580963276,0.19702029497628665
A1,0.3824106358466795,-0.10421296023470944,0.03560710802243659,0.6599207390151522,-0.2542375929980607,-0.36183629911370413,-0.32835309006015,0.22664728927261063
A2,-0.6050744268762971,0.2816333314445445,-0.10085169886650164,-0.4031534229972616,0.603642119530018,0.12700524188596587,-0.1069623383820304,0.07951731175471084
A3,0.5209492455298623,-0.29728788592432526,0.13083568873768306,0.6434559669135159,0.22753310160810308,0.17836852530612884,-0.2051436239914841,-0.020808339818853057
A4,-0.31608050297035334,0.3303651566561416,-0.25809587969642855,-0.7279469870508346,0.3996816538609088,-0.0760955542478453,-0.08129076877872105,0.0037132523837360505
A5,0.41974403463740695,-0.3502002962335135,0.1285052683393332,0.6669132213287371,-0.45360312291439964,-0.13949344658194565,-0.11770856486669182,-0.06127786981836892
A6,-0.12916412759390555,0.42506467158563876,-0.3321769419528313,-0.6807026964981991,0.3707951278384435,-0.2511526260379524,-0.13569351108509506,-0.06231513275783663
A7,0.6016352223786919,-0.32976324916099514,0.07965301955584367,0.4926174663504281,-0.5080809436520257,-0.15822824888688952,-0.11272703475420266,-0.03240529187636631
A8,-0.4772648130200595,0.29765146664236186,-0.2566059038608341,-0.6733517344799527,0.3997965186233706,0.03470399981626026,-0.18038122034817375,0.053217931654900116
A9,-0.3339721726836505,0.2804369611568146,-0.3283615932281745,-0.654706619168957,0.49160478373940664,-0.1338318978718271,-0.11419278028796671,0.04474184839453904
A10,-0.7713728918233566,0.17927738347482952,-0.21843893482188262,-0.24102214872771768,0.4234583424498686,-0.18942482566146324,-0.2510992232856396,0.04930178885406785
C1,-0.5643457485622058,-0.2365438121197517,-0.6442717416483985,0.002571070258073139,-0.3407434156182995,0.08202497468091532,-0.1113740228083305,-0.05511917336395852
C2,0.3315393023015659,-0.0366461427584649,0.5735550714957726,-0.0754617892494764,0.5416928416049918,0.12022073886540073,-0.4217123176901334,-0.11689089745911856
C3,-0.3647467216460345,-0.4459413969264662,-0.5907971773232868,-0.23469864683894034,-0.10372104717281579,0.03664320232546073,-0.2652895663026831,0.27551283065320653
C4,0.7209357062666067,0.04203658383449983,0.3444458183747694,0.016106222729816367,0.4719448973801236,0.016472295821804005,-0.258689466611329,0.002297825846722665
C5,-0.5427180678764079,0.08100681134641945,-0.6858798447966262,0.049815791854939555,-0.36693806071252005,-0.10799849843184482,0.03190511463103238,0.021840669926792896
C6,0.4939134596402625,0.03478259059091015,0.5472354472875732,-0.042088544818526634,0.49289738874318045,-0.00370532504654256,-0.3796331687953525,-0.1063678232555293
C7,-0.2694348507453835,-0.1793806448034254,-0.8143024359148096,-0.08165672776879604,-0.3212601131197355,0.16491267232818385,-0.004898605574105773,-0.19588283867127396
C8,0.729063319154672,0.048552214803133584,0.4462419771772447,0.17896232654239796,0.29009223151754826,-0.0885083204879838,-0.2649612323450879,0.1735435890597989
C9,-0.4465643144427037,0.02464909899645121,-0.8076689878618615,-0.03031319213146706,-0.26927906548472774,0.08517386599905995,-0.03394708928331238,-0.14401841070001287
C10,-0.4826651792483017,-0.3826065783727777,-0.6600796193113068,-0.12067418467585009,-0.12802432332660535,0.05853654964747177,-0.27755723497343987,0.01518761220482189
O1,-0.2586747067265846,-0.81519707613562,0.053971039652913104,-0.09801880121905768,0.23266334628317623,0.38169568870131915,-0.07706290063416443,-0.16376522826696252
O2,0.4002999323979617,0.7324749814725496,-0.229329629386552,0.21217930370682397,-0.16340251612098894,-0.11011219092099209,-0.2514597066952413,-0.2567112581032936
O3,-0.054972829783324226,-0.6572280826575039,0.04851959047650397,-0.22468083786239598,0.449981786365099,-0.45618308561817084,0.014655256065917477,-0.06922604051686489
O4,0.30223042039751447,0.6414445466448129,-0.23220713040259816,0.3482506735323466,-0.2702835911282173,-0.05890058553997956,-0.3256751372998389,-0.31262407910615836
O5,-0.47114707513027904,-0.7009237336801301,-0.095700276319306,-0.0041412067078035525,0.33075323341661095,-0.21954692109263874,-0.1921873349508546,-0.1389494878000516
O6,0.29072733493775765,0.564284890973274,-0.10188066682605663,0.20650718647401034,-0.3646260569762032,0.48840695427971603,-0.22381111508654009,0.03315573399090806
O7,-0.49450909214872424,-0.7315704181138113,-0.097250188427054,-0.08256444365626452,0.08253329490633911,0.08247335103134296,-0.2625760652720081,0.13527479185019237
O8,-0.006481571884332504,-0.8347447477143167,0.06873818054395502,-0.01640964412839443,0.28746374800198804,0.40832625971170255,-0.11067020683927793,-0.11518566666502036
O9,0.08353736968958136,-0.5775067463846502,-0.27027028850485485,-0.592413290209472,0.30365918531413777,0.12913128879855143,-0.07806057488585263,-0.1244855618393472
O10,-0.3697015461241418,-0.7204745746470205,-0.0007438832790831803,-0.09748389293373629,0.44509077346974957,-0.26617469043944725,-0.09835830599975585,-0.09496045708463877
