,F0,F1,F2,F3,F4,F5,F6,F7
E1,0.7285378533074811,0.11620620479400032,0.18957016357772719,-0.5233453832570653,0.31329664634756044,0.030202650520087956,0.1475246385306108,0.042395745366359976
E2,-0.7010759017724038,-0.2189476288452167,-0.1181736624224814,0.5139949181512516,-0.3723330240636142,0.10416298408603605,0.19110348013483483,0.06740922286433727
E3,0.8926715270564473,0.23463747178605127,0.050612524585476264,-0.3599919846913886,0.01789137972941548,-0.0388092696037791,0.09261209198490843,0.05008795147476955
E4,-0.788777084005064,-0.05218819016602052,-0.11345684747681503,0.5055889976604003,-0.21263037131016296,0.06232084923134695,0.2034793784866731,0.013052776184615806
E5,0.8290466965964219,0.26273522082994505,0.15683086144101913,-0.37677759766256075,0.27095292106367647,-0.06954545105566064,0.003408795417389067,0.02149571837604121
E6,-0.7932052713036006,-0.11619580870833546,-0.06864254491148011,0.21231667268375753,-0.40114802316193215,0.1205166072756019,0.29329924894943155,0.08244400971400315
E7,0.8069315221682365,0.19492450169420014,0.12732347230743263,-0.46428710606119983,0.24613200534836582,-0.06366147790800694,0.0505551147603323,0.052751484403304995
E8,-0.6087732358776955,0.0409856966112097,-0.17731328793639742,0.5955385452522524,-0.37534944210932836,-0.131868154553864,0.11269169520880544,0.0024422888919188685
E9,0.7003092077826151,-0.005455644969905855,0.22499455595917148,-0.48684711225086225,0.4053664482799701,0.0718398042456419,0.09852727635253894,0.03363429692962413
E10,-0.811092235199282,-0.030235099655166818,-0.09079679902160175,0.48249853213659527,-0.1751105115497644,0.03500311884603859,0.16999493922336084,-0.04766109167674366
N1,-0.657060125200677,0.5032225076897898,0.3101967044750869,-0.03727189969844254,0.4180931668918069,-0.05266763596667867,-0.1251140686544161,-0.13711711772388485
N2,0.6003956296314149,-0.3493870979028548,-0.3652937473089776,-0.026144160743671315,-0.3009171911019642,0.06657120886034021,0.4921260986956513,0.08635159044054246
N3,-0.5482753507645891,0.6002727011590212,0.2989384761121065,0.12519303821399536,0.3799268409647166,-0.03583281852768477,-0.0649368694641098,-0.12205451144510461
N4,0.5451993387457491,-0.22985381997274337,-0.02830486977170186,-0.1313921341048803,-0.39012068154293433,0.09467371225495844,0.46670082535185237,-0.22452043865488502
N5,-0.7035349615328028,0.4007444413220881,0.26226840728356965,-0.2509539543476264,0.389265999055827,0.1112869280215656,0.09602540344303542,-0.13277972139389072
N6,-0.6629464594609644,0.4772225389147818,0.3232741287890345,-0.12984428665233172,0.4509185980712767,0.028628691923645037,0.020356525736307144,-0.040361569474034055
N7,-0.6440085160730261,0.3152338761091064,0.2979822981563299,-0.16748934107491728,0.5519961010119419,0.08824581826249718,0.04828458431301691,0.22113937099266068
N8,-0.6575742939529775,0.2996029937547264,0.30244608462730516,-0.16950664157102122,0.5345203091213991,0.0863709204305487,0.03627104959186366,0.2300005558506055
N9,-0.7006432809682239,0.23032217244395356,0.4533445169097852,-0.13066953193724842,0.47149397091037054,-0.0601003997672547,0.020611579783446743,-0.058933105107956955
N10,-0.7793087931841342,0.2497678695820226,0.1409055727445432,0.10131142216103714,0.48131619077045984,-0.0028987903856503975,-0.0857805558817364,0.19488309505983864
A1,-0.3905351694147883,-0.5204500969682408,0.3499170301006218,-0.25271660397171203,-0.05508836404170945,0.30375318060314316,0.4039595867528325,0.1926045727011585
A2,0.6765497747918122,0.6355055762245673,-0.20382053166414826,-0.04039933011279127,0.23539860125328915,-0.14343811136515613,0.05053730086504464,-0.003790463686757199
A3,-0.4290434952817364,-0.4617143685597909,0.2750651784293876,-0.3332491159943771,0.4838806502691731,-0.2461570352708989,0.13483101807475395,-0.10790926554868427
A4,0.33039607652855124,0.836799519045305,-0.25067371304673575,0.18094149269657214,0.07026191080755761,0.052192039497686145,0.0991053552962301,0.05047639426759311
A5,-0.4683933738808011,-0.7660335776897499,0.32845310437464453,-0.0906046546224234,-0.08839400068401712,0.09003139700592538,0.16547032453902052,-0.020668800710477
A6,0.15760267829300917,0.8914963671710509,-0.18674356061873182,0.10322909017435612,0.05381553776990596,0.18591658829072324,0.19998634965281406,0.0325885922788815
A7,-0.6502347217793423,-0.6534010728564005,0.27160001095357433,0.020123789062220482,-0.12531525735623,0.11334670434536384,0.16351014866957492,0.0319064358939748
A8,0.49956432238609355,0.7858707956043693,-0.21922061444413027,0.18068838931766476,0.042052526606929756,-0.07941593716449566,0.15291355640758697,0.0645303894138402
A9,0.36659192852116246,0.839985593872931,-0.14268551514190478,0.15482924067829798,0.16398538194232593,0.10581386709966592,0.14765080739070213,0.10356071569951189
A10,0.7915898578886332,0.4969360495486099,0.005955565773243262,-0.012906636009494864,0.07089354819916098,0.12204626957680668,0.3048573670193203,0.10182229934623684
C1,0.4836404405112692,0.030813481441662523,0.6282452385871453,0.4524942693699891,-0.3763580967366387,-0.11084575525518177,0.1222825541155693,-0.05028408839734046
C2,-0.2208700820480914,-0.002079046685734425,-0.5657074331462592,-0.23509828820435066,0.6244185589313748,-0.24160916908108834,0.32256042453306033,-0.10375411384315655
C3,0.3572811572492259,0.15646118757984226,0.5122385669886782,0.6775307147496767,-0.05004663247688745,-0.06862164414585803,0.22872615153886847,0.11164767398176034
C4,-0.619609908827023,0.07702183421863522,-0.3340926059497501,-0.3018139397473797,0.6046343269108589,-0.09475079399904449,0.19809543716228298,-0.016256167062951903
C5,0.43205434627268724,0.19237885878996394,0.6419971792689724,0.22180783940528734,-0.5311167134607583,0.13270975325859288,0.04950201993271992,0.05922779449136388
C6,-0.39758828552251346,0.0011037692972228723,-0.5405286310073848,-0.29600671803781287,0.5830501379925497,-0.10418468457158021,0.32360427481353254,-0.09304176853274691
C7,0.20352219563223883,0.21123299660960193,0.7120447369217656,0.46794549109188627,-0.3217867377523148,-0.165385205728266,-0.021047356861596766,-0.22231702723084049
C8,-0.6381162380608782,-0.15677696590623036,-0.3371444078619909,-0.3882080508160304,0.46679193911014794,0.01270534978781107,0.24061756878009252,0.1514325210922321
C9,0.3854173855917068,0.28752129955891276,0.6957520251182245,0.3151932322161998,-0.4055511523132313,-0.08813906318612805,0.051597741732443206,-0.13217272830212895
C10,0.431977530035747,0.13617324630233227,0.5896233247160383,0.5755064278762496,-0.1113322173219998,-0.09083644876216375,0.25755777631436994,0.023834726398069595
O1,0.29269649740081427,-0.30517716150782925,0.07015457613923694,0.5374005718353142,0.5281612461929368,-0.39901147207302834,-0.020393587203748394,-0.017135277958462168
O2,-0.44858369124143926,0.3002964802971322,0.15177977448062693,-0.5392187532528468,-0.36942132253157534,-0.014899019561266807,0.26469586743015344,-0.3106180208277322
O3,0.1624884189806959,-0.04265238175474938,-0.039861043096196265,0.41215252521185103,0.6742254299508076,0.45548623564964397,0.0800580436443212,-0.1846432431597832
