,F0,F1,F2,F3,F4,F5,F6,F7
E1,0.7225614671465228,-0.03814557304646884,-0.08729577573250084,-0.26332802202797806,0.5911162300258919,-0.085321698559654,-0.1251421333167088,0.04559824166223996
E2,-0.6987165434742226,-0.08510511162973543,0.003340954500327311,0.2738050868015594,-0.6176759710999987,-0.19019275029753696,-0.13054838533112167,0.079176899567024
E3,0.9023012314962374,-0.006512559365500084,0.0401847645236074,0.020167708351361713,0.3944832026685813,0.016760602560028214,-0.10842875409517494,0.042624546778398095
E4,-0.7683009474806768,0.12087689575339441,0.01332869706145562,0.2235229879716354,-0.5311364096251165,-0.14503912179370962,-0.16563278656212355,0.02105050656200862
E5,0.838272106507348,0.10756472002770091,-0.0653451863779805,-0.16999690033343925,0.48574502241622536,0.07221681417278637,-0.043402907939205926,0.025863869225152703
E6,-0.7830475985580918,-0.10522087297851944,0.028487277869015892,0.35997835340707585,-0.32245196028464124,-0.24814147025801025,-0.21918743934663212,0.09867552756636137
E7,0.8087666194592326,0.023039318443311176,-0.031642737269883064,-0.18072945029188187,0.534234712242252,0.046445984049458336,-0.0689849206889822,0.05885528325038431
E8,-0.5893391548407882,0.1324806210436648,0.06001542673612085,0.3769923828429058,-0.6318146366141139,0.08387139417410418,-0.15912011889357033,0.022255039068272205
E9,0.6749970603668461,-0.08396573334378392,-0.12488180057716272,-0.4122479654009655,0.5493985327097637,-0.10686195075452704,-0.05483911027071978,0.03469772866051621
E10,-0.790645750887969,0.15560543762827753,-0.011593657395112637,0.20431484777602557,-0.48549971597460506,-0.09665300064586217,-0.15205464071620195,-0.030441575002721197
N1,-0.6034414905245246,0.6332280410758673,-0.3065662878906545,-0.03374083377910953,0.34406083299420176,0.0945640301173347,0.07100707748155027,-0.12140168223354307
N2,0.561650395854403,-0.47197451047302047,0.37602660714044145,0.0050251993285216085,-0.24442516877522996,-0.24568715383135978,-0.4159558210076518,0.0716509282927225
N3,-0.48168421222498337,0.7402422509956395,-0.3241628019450123,0.03239849970209555,0.22187806024189521,0.06535474133723182,0.023024587788738515,-0.08745336088340683
N4,0.5196264431600877,-0.4352517802420796,0.09971604200702829,0.18130748118456022,-0.04961126619098606,-0.24308803475254606,-0.40366804010140683,-0.3040009234398513
N5,-0.6559755377746183,0.46825364314978074,-0.21036279043157738,-0.06610662717322173,0.4990931273450143,-0.15111911749328213,-0.05995924435029024,-0.1385834032261537
N6,-0.6179067535252899,0.5945664658655045,-0.2929061097454467,-0.08718349365314469,0.4258478196076995,-0.057178280607134147,-0.005824121475879807,-0.030480547204489512
N7,-0.613841201386668,0.4839584168011081,-0.2847051323880832,-0.26976646895077483,0.4276193076008818,-0.14769378285413223,0.003544858883002469,0.22500231085976755
N8,-0.6343352978956396,0.4615202930282781,-0.2860780087791313,-0.25098988585235793,0.4216026155505056,-0.13989322431920573,0.019013743730872768,0.23062693922735755
N9,-0.6829221465700486,0.3984332958047762,-0.4303752327942789,-0.2117234782775213,0.3792015751651093,0.026970512240004907,-0.04580007093810873,-0.050461946448545014
N10,-0.7522385291505086,0.5039603136473065,-0.19962932300861308,-0.23052720099563886,0.13663068378172522,-0.004353800804996247,0.08615678265571773,0.23506454470496682
A1,-0.4404103400264668,-0.5157959683246957,-0.2878153325469814,-0.13123946254111488,0.12603400825662794,-0.4686467864913815,-0.25008997183811177,0.19447081407543662
A2,0.7345322567417385,0.537775662604144,0.23409780998986712,0.013571514143671899,0.24149019519360573,0.1381643585581349,-0.09010571524779468,0.02290341497168015
A3,-0.4815379327048274,-0.2663902209355368,-0.2481960034396516,-0.5939046608789204,0.3042873345738643,0.15691735419131672,-0.22292385212590635,-0.09528788109811218
A4,0.4184499155495914,0.7564664459107701,0.2525410465537651,0.27427015459521265,0.06881909689756804,-0.056565906676338824,-0.06365500521129135,0.03590917664653595
A5,-0.5268418493917786,-0.670648172915936,-0.33905147817714626,-0.20934163886143556,-0.12242641132076727,-0.1717760719476123,-0.12742809189324622,-0.02876665932043043
A6,0.2439722196460462,0.7790513309985835,0.2045331496021963,0.34345271478808237,0.15561527511884243,-0.2282292877383521,-0.11199423524656513,0.0072442844210385
A7,-0.7044903500057096,-0.5250217328249573,-0.30504929745534975,-0.11690007320858022,-0.1977762621178065,-0.19324104854294633,-0.11562951872611887,0.025089928182942044
A8,0.581092907997464,0.6778840183018252,0.22022873356840597,0.25202143314115816,0.0505542851506234,0.050891881955127456,-0.17203248206359087,0.07083857220152276
